Gene ID	SYMBOL	Fold Change(T/S)	q-value(%)	Component
244780_at	SGPP2	3.442	0.51	Tumour
203554_x_at	PTTG1	3.721	0.51	Tumour
221648_s_at	C1orf121	4.247	0.51	Tumour
226543_at	MUTED	2.23	0.51	Tumour
223530_at	TDRKH	4.011	0.51	Tumour
201650_at	KRT19	4.51	0.51	Tumour
239381_at	KLK7	6.05	0.51	Tumour
235425_at	SGOL2	2.729	0.51	Tumour
210473_s_at	GPR125	2.468	0.51	Tumour
219946_x_at	MYH14	2.44	0.51	Tumour
203622_s_at	LOC56902	3.223	0.51	Tumour
220196_at	MUC16	6.113	0.51	Tumour
203129_s_at	KIF5C	3.003	0.51	Tumour
224468_s_at	MGC13170	2.053	0.51	Tumour
200875_s_at	NOL5A	2.345	0.51	Tumour
219983_at	HRASLS	4.727	0.51	Tumour
223748_at	SLC4A11	5.063	0.51	Tumour
1556439_at		7.825	0.51	Tumour
230075_at	RAB39B	2.739	0.51	Tumour
219588_s_at	LUZP5	2.256	0.51	Tumour
232531_at	EMX2OS	5.491	0.51	Tumour
218890_x_at	MRPL35	2.453	0.51	Tumour
229134_at	VANGL1	2.941	0.51	Tumour
201428_at	CLDN4	4.363	0.51	Tumour
221693_s_at	MRPS18A	2.333	0.51	Tumour
224820_at	FAM36A	2.301	0.51	Tumour
219222_at	RBKS	2.514	0.51	Tumour
218355_at	KIF4A	4.606	0.51	Tumour
228381_at	ATF7IP2	4.422	0.51	Tumour
235083_at	FLJ38359	3.431	0.51	Tumour
218677_at	S100A14	4.092	0.51	Tumour
223165_s_at	IHPK2	3.359	0.51	Tumour
212913_at	MSH5 /// C6orf26	2.808	0.51	Tumour
1552660_a_at	C5orf22	2.255	0.75	Tumour
205209_at	ACVR1B	2.118	0.75	Tumour
227747_at		2.279	0.75	Tumour
205830_at	CLGN	10.208	0.75	Tumour
202241_at	TRIB1	2.123	0.75	Tumour
239082_at		3.208	0.75	Tumour
203954_x_at	CLDN3	4.013	0.75	Tumour
235800_at	HSPA12A	2.47	0.75	Tumour
225845_at	BTBD15	2.17	0.75	Tumour
203154_s_at	PAK4	2.071	0.75	Tumour
200606_at	DSP	3.23	0.75	Tumour
225306_s_at	SLC25A29	2.398	0.75	Tumour
235732_at		2.486	0.75	Tumour
1554043_a_at		2.121	0.75	Tumour
225474_at	MAGI1	4.288	0.75	Tumour
229527_s_at	OSBPL11	2.189	0.75	Tumour
222768_s_at	CGI-09	2.511	0.75	Tumour
202412_s_at	USP1	2.243	0.75	Tumour
219683_at	FZD3	3.373	0.75	Tumour
206550_s_at	NUP155	2.066	0.75	Tumour
226245_at	KCTD1	3.327	0.38	Tumour
228153_at	IBRDC2	2.354	0.38	Tumour
200965_s_at	ABLIM1	3.696	0.38	Tumour
218399_s_at	CDCA4	3.35	0.38	Tumour
230777_s_at	PRDM15 /// LO	2.696	0.38	Tumour
233644_at	KATNAL2	2.722	0.38	Tumour
213540_at	HSD17B8	2.59	0.38	Tumour
219395_at	RBM35B	3.694	0.38	Tumour
235314_at	LOC132241	2.615	0.38	Tumour
201479_at	DKC1	2.727	0.38	Tumour
230792_at	RP11-479E16.	4.147	0.38	Tumour
220994_s_at	STXBP6	4.93	0.38	Tumour
231015_at	KLF15	3.864	0.38	Tumour
216905_s_at	ST14	2.734	0.38	Tumour
218170_at	ISOC1	2.545	0.38	Tumour
209966_x_at	ESRRG	4.466	0.38	Tumour
36920_at	MTM1	2.975	0.38	Tumour
235148_at	KRTCAP3	4.54	0.38	Tumour
236641_at	KIF14	3.28	0.38	Tumour
216379_x_at	CD24	4.195	0.38	Tumour
230674_at	LGR4	3.521	0.38	Tumour
1558722_at	ZNF252	4.044	0.38	Tumour
213164_at	SLC5A3	2.88	0.38	Tumour
213735_s_at	COX5B	2.441	0.38	Tumour
239002_at	ASPM	5.877	0.38	Tumour
238843_at	NPHP1	2.444	0.38	Tumour
205548_s_at	BTG3	2.942	0.38	Tumour
208079_s_at	AURKA	3.163	0.38	Tumour
227763_at	MGC52057	2.11	0.38	Tumour
204128_s_at	RFC3	5.581	0.38	Tumour
200636_s_at	PTPRF	3.169	0.38	Tumour
204060_s_at	PRKX /// PRKY	4.641	0.75	Tumour
224523_s_at	C3orf26	2.35	0.75	Tumour
208156_x_at	EPPK1	3.447	0.75	Tumour
201839_s_at	TACSTD1	3.197	0.75	Tumour
209772_s_at	CD24	8.738	0.75	Tumour
234970_at	MTAC2D1	5.084	0.75	Tumour
229595_at	CHCHD4	2.19	0.75	Tumour
229155_at		4.265	0.75	Tumour
242969_at		2.461	0.75	Tumour
203358_s_at	EZH2	3.728	0.75	Tumour
204846_at	CP	6.176	0.75	Tumour
203755_at	BUB1B	4.443	0.75	Tumour
235037_at	TMEM41A	3.951	0.75	Tumour
207239_s_at	PCTK1	2.001	0.75	Tumour
223930_at		3.437	0.75	Tumour
226189_at	ITGB8	4.326	0.75	Tumour
207923_x_at	PAX8	2.525	0.75	Tumour
223874_at	ACTR3B /// LO	3.145	0.75	Tumour
242905_at	LOC56902	3.353	0.75	Tumour
236128_at		2.353	0.75	Tumour
213494_s_at	YY1	2.168	0.75	Tumour
218100_s_at	IFT57	2.013	0.75	Tumour
204675_at	SRD5A1	5.835	0.75	Tumour
232053_x_at	RHBDD2	2.461	0.75	Tumour
231311_at		3.061	0.75	Tumour
232181_at	LOC153346	3.188	0.75	Tumour
242214_at	RPS27A /// LOC	2.552	0.75	Tumour
201774_s_at	CNAP1	2.001	0.75	Tumour
231407_s_at	FOXH1	2.511	0.75	Tumour
207949_s_at	ICA1	2.637	0.75	Tumour
243733_at	NEDD8	2.273	0.75	Tumour
201220_x_at	CTBP2	2.027	0.75	Tumour
202597_at	IRF6	7.006	0.75	Tumour
235153_at	RNF183	6.662	0.75	Tumour
218305_at	IPO4	2.402	0.75	Tumour
203418_at	CCNA2	3.248	0.75	Tumour
210547_x_at	ICA1	2.369	0.75	Tumour
238513_at	PRRG4	2.631	0.75	Tumour
219906_at	FLJ10213	2.277	0.75	Tumour
204740_at	CNKSR1	3.728	0.75	Tumour
239161_at	FDX1	2.432	0.75	Tumour
1565928_at		2.474	0.75	Tumour
211235_s_at	ESR1	3.926	0.75	Tumour
238951_at	PRDX6	2.2	0.75	Tumour
241390_at		10.137	0.75	Tumour
215066_at	PTPRF	2.793	0.75	Tumour
202925_s_at	PLAGL2	3.99	0.75	Tumour
213478_at	KIAA1026	4.48	0.75	Tumour
206277_at	P2RY2	6.503	0.75	Tumour
202633_at	TOPBP1	2.245	0.75	Tumour
230954_at	C20orf112	5.546	0.75	Tumour
219389_at	SUSD4	5.919	0.75	Tumour
1552797_s_at	PROM2	6.859	0.75	Tumour
222772_at	MYEF2	3.36	0.75	Tumour
219031_s_at	NIP7	2.213	0.75	Tumour
213133_s_at	GCSH /// LOC6	2.613	0.75	Tumour
225315_at	MRPL21	2.312	0.75	Tumour
218590_at	PEO1	2.552	0.75	Tumour
235146_at		2.767	0.75	Tumour
210052_s_at	TPX2	4.977	0.75	Tumour
228565_at	KIAA1804	4.205	0.75	Tumour
220011_at	C1orf135	5.128	0.75	Tumour
231211_s_at	LOC541469	3.497	0.75	Tumour
224954_at	SHMT1	3.379	0.75	Tumour
220540_at	KCNK15	4.588	0.75	Tumour
223052_x_at	SSU72	2.03	0.75	Tumour
209008_x_at	KRT8	2.181	0.75	Tumour
222551_s_at	C8orf33	2.969	0.75	Tumour
214710_s_at	CCNB1	3.325	0.51	Tumour
216086_at	SV2C	3.329	0.51	Tumour
227644_at	RIMS4	2.441	0.51	Tumour
227253_at	CP	7.221	0.51	Tumour
226649_at	PANK1	4.325	0.51	Tumour
230087_at	PRIMA1	4.267	0.51	Tumour
1559548_at		4.107	0.51	Tumour
216836_s_at	ERBB2	2.584	0.51	Tumour
224870_at	KIAA0114	3.197	0.51	Tumour
204685_s_at	ATP2B2	5.642	0.51	Tumour
211613_s_at	GPD2	2.868	0.51	Tumour
209552_at	PAX8	5.218	0.51	Tumour
1568763_s_at	PDCD6	2.58	0.51	Tumour
214169_at		5.921	0.51	Tumour
229464_at	MYEF2	6.828	0.51	Tumour
219676_at	ZNF435	3.729	0.51	Tumour
226421_at	AMMECR1	2.692	0.51	Tumour
234749_s_at	WDR51A	2.413	0.51	Tumour
240633_at	C4orf25	7.407	0.51	Tumour
242915_at	ZNF682	2.454	0.51	Tumour
235211_at		4.06	0.51	Tumour
238451_at	MPP7	5.136	0.51	Tumour
219499_at	SEC61A2	2.262	0.51	Tumour
215947_s_at	FLJ14668	2.643	0.51	Tumour
202581_at	HSPA1B	2.542	0.51	Tumour
203176_s_at	TFAM	2.459	0.51	Tumour
209504_s_at	PLEKHB1	5.316	0.51	Tumour
236187_s_at	PPIL6	2.864	0.51	Tumour
242957_at	VWCE	4.572	0.51	Tumour
223246_s_at	STRBP	2.886	0.51	Tumour
201927_s_at	PKP4	3.048	0.51	Tumour
209570_s_at	D4S234E	5.041	0.75	Tumour
224164_at	TPM3	2.441	0.75	Tumour
209421_at	MSH2	3.938	0.75	Tumour
228259_s_at	EPB41L4A	2.121	0.75	Tumour
242349_at	HECTD1	2.404	0.75	Tumour
226132_s_at	MANEAL	2.865	0.75	Tumour
212510_at	GPD1L	2.39	0.75	Tumour
232675_s_at	UCKL1	2.238	0.75	Tumour
214373_at		4.705	0.75	Tumour
215581_s_at	MCM3AP	2.452	0.75	Tumour
217856_at	RBM8A	2.107	0.75	Tumour
219615_s_at	KCNK5	3.192	0.75	Tumour
220602_s_at	FLJ22795 /// LOC38	2.861	0.75	Tumour
203744_at	HMGB3	2.663	0.75	Tumour
222334_at		3.716	0.75	Tumour
227769_at		4.642	0.75	Tumour
1555826_at	BIRC5	3.304	0.75	Tumour
208190_s_at	LSR	4.468	0.75	Tumour
228066_at	LOC642705	3.014	0.75	Tumour
239483_at	FLJ37035	2.378	0.75	Tumour
230788_at	GCNT2	2.477	0.75	Tumour
204092_s_at	AURKA	4.468	0.75	Tumour
225792_at	HOOK1	5.485	0.75	Tumour
201614_s_at	RUVBL1	2.464	0.75	Tumour
1560676_at	LOC283514	4.844	0.75	Tumour
223480_s_at	MRPL47	2.514	0.75	Tumour
1555749_at	SF1	2.14	0.75	Tumour
214734_at	EXPH5	2.107	0.75	Tumour
234597_at		4.476	0.75	Tumour
203510_at	MET	2.804	0.75	Tumour
218073_s_at	TMEM48	6.517	0.75	Tumour
1559477_s_at	MEIS1	3.174	0.75	Tumour
213713_s_at	LOC89944	2.228	0.75	Tumour
243729_at	C14orf161	3.165	0.75	Tumour
229703_at	DLG1	2.61	0.75	Tumour
225857_s_at	LOC388796	2.391	0.75	Tumour
227194_at	FAM3B	11.377	0.75	Tumour
1007_s_at	DDR1	3.275	0.75	Tumour
221097_s_at	KCNMB2	2.101	0.75	Tumour
208308_s_at	GPI	2.945	0.75	Tumour
202706_s_at	UMPS	3.47	0.75	Tumour
209629_s_at	NXT2	2.532	0.75	Tumour
231564_at	MANEAL	3.078	0.75	Tumour
230519_at	FLJ30707	8.225	0.75	Tumour
244737_at	KIAA1429	2.036	0.75	Tumour
212479_s_at	RMND5A	4.029	0.75	Tumour
241672_at	LOC400120	3.868	0.75	Tumour
208696_at	CCT5	2.323	0.75	Tumour
208523_x_at	HIST1H2BI	2.246	1.01	Tumour
235977_at	LONRF2	5.457	1.01	Tumour
227452_at	LOC146795	3.688	1.01	Tumour
203557_s_at	PCBD1	2.481	1.01	Tumour
207717_s_at	PKP2	3.293	1.01	Tumour
238154_at	CEP70	2.801	1.01	Tumour
228597_at	C21orf45	3.772	1.01	Tumour
1554488_at	CEP70	2.982	1.01	Tumour
218984_at	PUS7	2.151	1.01	Tumour
222486_s_at	ADAMTS1	3.167	1.01	Tumour
230122_at	MLLT10	2.089	1.01	Tumour
212807_s_at	SORT1	3.446	1.01	Tumour
213129_s_at	GCSH /// LOC65376	2.273	1.01	Tumour
218874_s_at	C6orf134	2.44	1.01	Tumour
210988_s_at	PRUNE	2.147	1.01	Tumour
225822_at	TMEM125	7.215	1.01	Tumour
223231_at	TATDN1	2.653	1.01	Tumour
213736_at	COX5B	2.493	1.01	Tumour
226197_at		2.838	1.01	Tumour
211080_s_at	NEK2	7.535	1.01	Tumour
202504_at	TRIM29	8.428	0.75	Tumour
201678_s_at	C3orf37	2.509	0.75	Tumour
218704_at	RNF43	4.134	0.75	Tumour
210372_s_at	TPD52L1	3.857	0.75	Tumour
227475_at	FOXQ1	3.635	0.75	Tumour
205778_at	KLK7	5.794	0.75	Tumour
209692_at	EYA2	3.534	0.75	Tumour
1554433_a_	ZNF146	2.07	0.75	Tumour
226336_at		2.023	0.75	Tumour
205043_at	CFTR	4.571	0.75	Tumour
227650_at	HSPA14	2.704	0.75	Tumour
218755_at	KIF20A	3.805	0.75	Tumour
204514_at	DPH2	2.546	0.75	Tumour
238853_at	RAB3IP	5.547	0.75	Tumour
235748_s_at		2.844	0.75	Tumour
207396_s_at	ALG3	2.592	0.75	Tumour
214469_at	HIST1H2AE	3.323	0.75	Tumour
232676_x_at	MYEF2	5.003	0.75	Tumour
1567032_s_	ZNF160	2.223	0.75	Tumour
216212_s_at	DKC1	2.47	0.75	Tumour
217190_x_at	ESR1	2.266	0.75	Tumour
233252_s_at	STRBP	3.115	0.75	Tumour
218829_s_at	CHD7	2.11	0.75	Tumour
205073_at	CYP2J2	3.097	0.75	Tumour
241455_at		4.567	0.75	Tumour
228753_at		2.354	0.75	Tumour
235583_at	ILDR1	2.792	0.75	Tumour
209302_at	POLR2H	2.392	0.75	Tumour
218857_s_at	ASRGL1	8.226	0.75	Tumour
223845_at	LOC144305	2.254	0.75	Tumour
226163_at	ZBTB9	2.056	0.75	Tumour
211110_s_at	AR	4.161	1.01	Tumour
40020_at	CELSR3	3.932	1.01	Tumour
216320_x_at	MST1	2.576	1.01	Tumour
211586_s_at	ATP2B2	2.847	1.01	Tumour
242356_at	VTI1A	6.008	1.01	Tumour
224685_at	MLLT4	2.52	1.01	Tumour
233985_x_at	PPP1R9A	2.537	1.01	Tumour
216870_x_at	DLEU2	2.188	1.01	Tumour
218782_s_at	ATAD2	4.519	1.01	Tumour
219951_s_at	C20orf12	2.054	1.01	Tumour
209642_at	BUB1	7.579	1.01	Tumour
213693_s_at	MUC1	3.805	1.01	Tumour
206022_at	NDP	8.306	1.01	Tumour
203739_at	ZNF217	2.206	1.01	Tumour
1555318_at	HIF3A	2.867	1.01	Tumour
207799_x_at		2.13	1.01	Tumour
223515_s_at	COQ3	2.545	1.01	Tumour
226936_at	C6orf173	3.634	1.01	Tumour
236431_at	SR140	2.307	1.01	Tumour
202357_s_at	CFB	3.36	1.01	Tumour
226351_at	NSUN4	2.107	1.01	Tumour
1556182_x_	DRAP1	3.695	1.01	Tumour
217991_x_at	SSBP3	2.359	1.01	Tumour
236358_at		2.41	1.01	Tumour
230006_s_at	DKFZp313A2432	2.617	1.01	Tumour
232398_at	FLJ39660 /// LOC64	2.086	1.01	Tumour
239562_at	MTHFD2L	3.929	1.01	Tumour
55872_at	GM632	4.149	1.01	Tumour
213562_s_at	SQLE	2.352	1.01	Tumour
219978_s_at	NUSAP1	2.809	1.01	Tumour
205136_s_at	NUFIP1	3.001	1.01	Tumour
203130_s_at	KIF5C	3.858	1.01	Tumour
229654_at	ZNF44	2.866	1.01	Tumour
204584_at	L1CAM	3.23	1.01	Tumour
1556181_at	DRAP1	3.88	1.01	Tumour
216548_x_at	HMG4L	2.156	1.01	Tumour
217786_at	PRMT5	2.168	1.01	Tumour
1557218_s_	FANCB	3.8	1.01	Tumour
202539_s_at	HMGCR	2.249	1.01	Tumour
209633_at	PPP2R3A	2.85	1.01	Tumour
236177_s_at		2.036	1.01	Tumour
222392_x_at	PERP	2.221	1.01	Tumour
244593_at	C17orf28	3.518	1.01	Tumour
225739_at	RAB11FIP4	4.029	1.01	Tumour
244241_x_at		3.059	1.01	Tumour
213610_s_at	KLHL23	2.526	1.01	Tumour
217234_s_at	VIL2	2.258	1.01	Tumour
202737_s_at	LSM4	2.643	1.01	Tumour
203362_s_at	MAD2L1	3.859	1.01	Tumour
213090_s_at	TAF4	2.212	1.01	Tumour
225485_at	TSGA14	2.25	1.01	Tumour
244261_at	IL28RA	3.934	1.01	Tumour
225079_at	EMP2	2.029	1.01	Tumour
223506_at	ZC3H8	2.56	1.01	Tumour
217735_s_at	EIF2AK1	4.015	1.01	Tumour
222958_s_at	DEPDC1	3.829	1.01	Tumour
229519_at	FXR1	2.757	1.01	Tumour
235168_at		2.501	1.01	Tumour
229139_at	JPH1	2.951	1.01	Tumour
202095_s_at	BIRC5	3.104	1.01	Tumour
219313_at	GRAMD1C	3.559	1.01	Tumour
202489_s_at	FXYD3	5.018	1.01	Tumour
212092_at	PEG10	5.612	1.01	Tumour
201928_at	PKP4	2.137	1.01	Tumour
224609_at	SLC44A2	2.282	1.01	Tumour
204822_at	TTK	4.406	1.01	Tumour
236380_at		2.315	1.01	Tumour
224450_s_at	RIOK1	3.135	1.01	Tumour
209049_s_at	PRKCBP1	2.326	0.75	Tumour
225619_at	FLJ30046	5.098	0.75	Tumour
232395_x_at	AGBL3	3.014	0.75	Tumour
223296_at	BMSC-MCP	2.244	0.75	Tumour
1554147_s_at	C3orf15	4.064	0.75	Tumour
232136_s_at	CTTNBP2	4.647	0.75	Tumour
219148_at	PBK	4.122	0.75	Tumour
230285_at	DKFZp313A243	3.612	0.75	Tumour
218281_at	MRPL48	2.292	0.75	Tumour
205587_at	FGFR1OP	2.685	0.75	Tumour
202985_s_at	BAG5	2.638	0.75	Tumour
202560_s_at	C1orf77	2.157	0.75	Tumour
203021_at	SLPI	4.079	0.75	Tumour
217942_at	MRPS35	2.364	0.75	Tumour
202286_s_at	TACSTD2	3.08	0.75	Tumour
231964_at		2.668	0.75	Tumour
231966_at	PPP1R9A	10.369	0.75	Tumour
213265_at	PGA5 /// LOC6	2.995	0.75	Tumour
202936_s_at	SOX9	4.15	0.75	Tumour
219347_at	NUDT15	2.902	0.75	Tumour
228033_at	E2F7	3.036	0.75	Tumour
230166_at	KIAA1958	3.662	0.75	Tumour
211475_s_at	BAG1	2.682	0.75	Tumour
219545_at	KCTD14	3.411	0.75	Tumour
208824_x_at	PCTK1	2.552	0.75	Tumour
225944_at	NLN	2.662	0.75	Tumour
239370_at		4.338	0.75	Tumour
236037_at		2.458	0.75	Tumour
221586_s_at	E2F5	4.222	0.75	Tumour
214031_s_at	KRT7	4.092	0.75	Tumour
236020_s_at	TRUB1	2.358	0.75	Tumour
209806_at	HIST1H2BK	3.855	0.75	Tumour
228915_at	DACH1	3.551	0.75	Tumour
206316_s_at	KNTC1	2.131	0.75	Tumour
204029_at	CELSR2	4.609	0.75	Tumour
240117_at	FBN3	3.411	0.75	Tumour
1558938_at		2.232	0.75	Tumour
236058_at	C1orf172	3.671	0.75	Tumour
239138_at		2.674	0.75	Tumour
212611_at	DTX4	2.052	0.75	Tumour
202532_s_at	DHFR /// LOC6	3.501	0.75	Tumour
201421_s_at	WDR77	2.382	0.75	Tumour
1563022_at	LOC347475	4.099	0.75	Tumour
230560_at	STXBP6	5.05	0.75	Tumour
203453_at	SCNN1A	9.498	0.75	Tumour
235134_at		6.241	0.75	Tumour
216266_s_at	ARFGEF1	2.691	0.75	Tumour
235736_at		4.058	0.75	Tumour
209891_at	SPBC25	2.992	0.75	Tumour
209212_s_at	KLF5	6.367	0.75	Tumour
226963_at	BTF3L4	2.193	0.75	Tumour
223949_at	TMPRSS3	11.181	0.75	Tumour
228168_at	ATP5G3	2.202	0.75	Tumour
221245_s_at	C2orf31	4.198	0.75	Tumour
201489_at	PPIF	2.57	0.75	Tumour
1554306_at	ITPKB	2.188	0.75	Tumour
230692_at	LOC157503	2.865	0.75	Tumour
210092_at	MAGOH	2.471	0.75	Tumour
224580_at		2.674	0.75	Tumour
238355_at	RNPC2	2.19	0.75	Tumour
230639_at		2.32	0.75	Tumour
228051_at	LOC202451	5.504	0.75	Tumour
201761_at	MTHFD2	2.249	0.75	Tumour
229495_at	ACY1L2	2.883	0.75	Tumour
230129_at	C10orf89	3.101	0.75	Tumour
209270_at	LAMB3	3.055	0.75	Tumour
223700_at	MND1	3.231	0.75	Tumour
218542_at	CEP55	2.724	0.75	Tumour
1555878_at	RPS24	3.773	0.75	Tumour
208381_s_at	SGPL1	2.356	0.75	Tumour
213380_x_at	MSTP9	2.062	0.75	Tumour
203017_s_at	SSX2IP	2.41	0.75	Tumour
227456_s_at	C6orf136	2.404	0.75	Tumour
223800_s_at	LIMS3 /// LOC4	3.241	0.75	Tumour
222835_at	THSD4	4.104	0.75	Tumour
242874_at	C14orf161	3.207	0.75	Tumour
222523_at	SENP2	2.276	0.75	Tumour
228494_at	PPP1R9A	6.106	0.75	Tumour
217264_s_at	SCNN1A	2.463	0.75	Tumour
226456_at	MGC24665	3.672	0.75	Tumour
226462_at	STXBP6	4.377	0.75	Tumour
243582_at	SH3RF2	5.052	0.75	Tumour
228181_at	SLC30A1	2.159	0.75	Tumour
220646_s_at	KLRF1	2.418	0.75	Tumour
201690_s_at	TPD52	4.833	0.75	Tumour
226190_at	MAP3K13	3.229	0.75	Tumour
216959_x_at	NRCAM	3.151	0.75	Tumour
223570_at	MCM10	2.478	0.75	Tumour
220945_x_at	MANSC1	2.493	0.75	Tumour
207213_s_at	USP2	2.744	0.75	Tumour
238815_at	LRRTM1	4.148	0.75	Tumour
230626_at	TSPAN12	3.858	0.75	Tumour
200635_s_at	PTPRF	2.772	1.01	Tumour
228023_x_at	AMY2B	2.861	1.01	Tumour
227379_at	OACT1	5.252	1.01	Tumour
201130_s_at	CDH1	4.242	1.01	Tumour
227275_at	RKHD2	2.505	1.01	Tumour
210827_s_at	ELF3	5.509	1.01	Tumour
204784_s_at	MLF1	2.428	1.01	Tumour
235354_s_at	RSRC1	4.279	1.01	Tumour
226187_at	CDS1	2.437	1.01	Tumour
221685_s_at	CCDC99	2.411	1.01	Tumour
229622_at	FLJ37034	3.27	1.01	Tumour
222992_s_at	NDUFB9	2.768	1.01	Tumour
1564706_s_at	GLS2	3.505	1.01	Tumour
208905_at	CYCS	2.164	1.01	Tumour
230067_at	FLJ30707	4.624	1.01	Tumour
241361_at	KIAA1833	3.039	1.01	Tumour
228671_at	RP13-15M17.2	3.204	1.01	Tumour
235020_at	TAF4B	2.471	1.01	Tumour
236236_at		2.811	1.01	Tumour
202387_at	BAG1	2.903	1.01	Tumour
230043_at		3.555	1.01	Tumour
224410_s_at	LMBR1	2.922	1.01	Tumour
226961_at	LOC222171	2.376	1.01	Tumour
212290_at	SLC7A1	3.041	1.01	Tumour
222489_s_at	WRNIP1	2.758	1.01	Tumour
217257_at		2.43	1.01	Tumour
1552543_a_at	STON2	5.436	1.01	Tumour
219918_s_at	ASPM	5.773	1.01	Tumour
235447_at	TRUB1	2.148	1.01	Tumour
207332_s_at	TFRC	6.014	1.01	Tumour
235699_at	FLJ38964	2.186	1.01	Tumour
218605_at	TFB2M	2.62	1.01	Tumour
235065_at		3.028	1.01	Tumour
235527_at	LOC284214	3.107	1.01	Tumour
219004_s_at	C21orf45	3.38	1.01	Tumour
214340_at	ALOX12P2	2.722	1.01	Tumour
236328_at	ZNF285	2.79	1.01	Tumour
208369_s_at	GCDH	2.028	1.01	Tumour
1552619_a_at	ANLN	3.879	1.01	Tumour
228432_at	RAB3IP	14.469	1.01	Tumour
223326_s_at	LOC642423 /// LOC	2.415	1.01	Tumour
219630_at	PDZK1IP1	3.256	1.01	Tumour
1568695_s_at	INTS6	2.162	1.01	Tumour
212694_s_at	PCCB	3.418	1.01	Tumour
218585_s_at	DTL	5.049	1.01	Tumour
204542_at	ST6GALNAC2	3.204	1.01	Tumour
231963_at		3.396	1.01	Tumour
201112_s_at	CSE1L	2.582	1.01	Tumour
208941_s_at	SEPHS1	2.249	1.01	Tumour
230079_at	ST7L	2.471	1.01	Tumour
226960_at	UNQ473	10.663	1.01	Tumour
213523_at	CCNE1	4.436	1.01	Tumour
219132_at	PELI2	3.416	1.01	Tumour
236126_at		2.848	1.01	Tumour
213839_at	KIAA0500	3.641	1.01	Tumour
204752_x_at	PARP2	2.202	1.01	Tumour
202071_at	SDC4	3.485	1.01	Tumour
213007_at	KIAA1794	2.488	1.01	Tumour
217577_at	XPO1	2.682	1.01	Tumour
205044_at	GABRP	3.788	1.01	Tumour
229887_at	ALS2CL	2.297	1.01	Tumour
228415_at		2.578	1.01	Tumour
211423_s_at	SC5DL	2.074	1.01	Tumour
218332_at	BEX1	4.208	1.01	Tumour
221664_s_at	F11R	2.439	1.01	Tumour
200824_at	GSTP1	2.019	1.01	Tumour
203177_x_at	TFAM	2.418	1.01	Tumour
226007_at	HBLD1	2.05	1.01	Tumour
229426_at	COX5A	3.244	1.01	Tumour
204603_at	EXO1	3.365	1.01	Tumour
229599_at	LOC440335	4.424	1.01	Tumour
229081_at	SLC25A13	2.316	1.01	Tumour
222700_at	ARL6IP2	2.649	1.01	Tumour
218182_s_at	CLDN1	3.02	1.01	Tumour
205533_s_at	CDH6	4.208	1.01	Tumour
242056_at	TRIM45	3.408	1.01	Tumour
1559105_at	LOC152084	2.201	1.01	Tumour
210868_s_at	ELOVL6	2.672	1.01	Tumour
226706_at	FLJ23867	2.162	1.01	Tumour
231941_s_at	MUC20	5.196	1.01	Tumour
204765_at	ARHGEF5	2.232	1.01	Tumour
207628_s_at	WBSCR22	2.969	1.01	Tumour
238246_at	MTL5	2.986	1.01	Tumour
233045_at	LOC286126	3.688	1.01	Tumour
244844_at	MRS2L	2.183	1.01	Tumour
243293_at	LOC220729	3.142	1.01	Tumour
1554830_a_at	STEAP3	3.28	1.01	Tumour
227582_at	KARCA1	3.192	1.01	Tumour
201052_s_at	PSMF1	2.086	1.01	Tumour
229616_s_at	GRAMD2	6.278	1.01	Tumour
1555448_at	C14orf108	2.104	1.01	Tumour
243681_at	SHANK2	5.47	1.01	Tumour
202575_at	CRABP2	2.69	1.01	Tumour
240284_x_at		7.326	1.01	Tumour
1554417_s_at	APH1A	2.598	1.01	Tumour
1554102_a_at	TMTC4	2.293	1.01	Tumour
228129_at	SERBP1	2.359	1.01	Tumour
215471_s_at	MAP7	4.585	1.01	Tumour
225865_x_at	TH1L	2.553	1.01	Tumour
212816_s_at	CBS	3.623	1.53	Tumour
239028_at	MGC52057	4.015	1.53	Tumour
1568854_at		2.527	1.53	Tumour
200637_s_at	PTPRF	4.465	1.53	Tumour
1564907_s_at	MATR3	4.921	1.53	Tumour
224919_at	MRPS6	2.18	1.53	Tumour
235302_at		2.059	1.53	Tumour
212978_at	LRRC8B	3.942	1.01	Tumour
240003_at		2.505	1.01	Tumour
214100_x_at	NSUN5B	2.309	1.01	Tumour
229396_at	OVOL1	2.447	1.01	Tumour
200690_at	HSPA9B	2.532	1.01	Tumour
202712_s_at	CKMT1B /// CKMT1A	7.108	1.01	Tumour
226339_at	TRUB1	2.157	1.01	Tumour
242304_at	WIBG	2.735	1.01	Tumour
206949_s_at	RUSC1	2.941	1.01	Tumour
202790_at	CLDN7	5.175	1.01	Tumour
1555829_at	FAM62B	7.446	1.01	Tumour
215711_s_at	WEE1	3.085	1.01	Tumour
222809_x_at	C14orf65	4.967	1.01	Tumour
213842_x_at	NSUN5C	2.122	1.01	Tumour
202707_at	UMPS	2.833	1.01	Tumour
218326_s_at	LGR4	3.924	1.01	Tumour
213587_s_at	ATP6V0E2L	2.867	1.01	Tumour
204444_at	KIF11	3.552	1.01	Tumour
201075_s_at	SMARCC1	2.157	1.01	Tumour
208152_s_at	DDX21	2.394	1.01	Tumour
222932_at	EHF	5.797	1.01	Tumour
222581_at	XPR1	4.375	1.01	Tumour
239246_at	FARP1	3.914	1.01	Tumour
212775_at	OBSL1	2.277	1.01	Tumour
